"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"624"	120.90135875	123.31061625	118.991301875	91.205318125	118.499438125	131.06141875	148.43548125	101.675871875	93.00082375	123.5052125	109.460299375	96.281425625	120.964215625	114.10908625	76.439639375	110.79283875
"625"	110.450364375	94.42788625	105.748683125	86.140614375	107.68988	107.591858125	103.945495	91.360981875	100.26723875	93.00082375	109.5156975	115.608551875	127.76861875	104.183205	105.824558125	108.783009375
"626"	130.7393875	140.44328125	120.964215625	157.5420375	134.52664375	122.0647075	136.34145625	143.4883625	140.0884	120.179699375	147.4429125	151.65485625	107.895176875	145.22503125	143.09830625	146.24518125
"627"	353.63673125	426.156875	390.6407625	392.050775	365.20141875	402.4779125	396.5983375	421.16639375	392.050775	425.2543375	457.33564375	445.2691875	434.90235625	495.9603	367.44523125	428.94070625
"628"	874.15480625	903.98465625	1321.504525	988.6	1306.6284	664.38058125	939.5820125	886.1215625	1005.37518125	1152.64163125	825.58445	625.43870625	775.71781875	924.06129375	871.08604375	1035.11909375
"629"	398.9816625	368.37513125	339.58349375	414.7609125	359.9445875	387.87693125	342.550875	399.5033	390.6407625	302.29785625	400.7477	376.47808125	361.4041	479.35030625	393.565025	353.0880375
"630"	1940.737125	1793.0275	1817.2651875	1774.0035	2051.421875	1882.7328125	1722.3768125	1761.449625	1924.427125	1936.624125	1774.0035	2063.4255625	1811.995	1704.1183125	1844.5723125	2157.493125
"631"	147.32520625	136.82645	154.33251875	153.33321875	140.44328125	138.73751875	116.519301875	141.358703125	149.60089375	153.33321875	140.2483125	125.04855	151.8131125	131.32939375	156.7269625	139.5978375
"632"	2547.0751875	2410.2695625	3110.2599375	3299.3075	2974.0406875	2687.070875	2503.6976875	3196.1293125	2802.610375	3110.2599375	2547.0751875	2220.185	2484.296	2592.168125	2814.2064375	2663.8629375
"633"	625.43870625	666.45420625	564.30568125	634.80944375	542.700275	644.35843125	653.7024125	688.03285	805.4291125	641.3584875	746.260425	730.32181875	623.9671375	737.465525	693.8656125	621.56033125
"634"	704.78665	798.90384375	822.84111875	710.563425	776.489725	777.93676875	710.563425	756.57296875	773.98195	832.3930125	775.71781875	744.98763125	707.94603125	751.3498875	777.93676875	832.3930125
"635"	326.4033625	332.8638875	295.9890375	329.7518125	240.27358125	292.38105625	375.8839	366.23786875	303.89095625	348.56986875	321.8902125	321.8902125	346.830625	369.32105625	371.93770625	321.8902125
"636"	135.72860625	134.91399375	134.52664375	147.4429125	135.19500625	134.0517625	111.533041875	140.87894375	151.8131125	152.94439375	139.8568	128.999125	137.936425	116.091845	154.1909	161.45266875
"637"	17290.6275	27313.55375	13065.80825	11224.39925	12624.68325	18853.746875	34719.216875	8914.5569375	12624.68325	15727.676875	37993.496875	20801.38625	25315.849375	19199.9825	15508.9675	17550.55375
"638"	949.96799375	1193.511325	933.8877	1030.12965	834.78886875	1012.09098125	1193.511325	1084.3465125	1053.74255	1114.2686	1166.25795625	1096.4961625	1129.81689375	1079.95024375	1170.02900625	1244.9473375
"639"	306.52756875	324.9284375	319.17228125	333.90205625	324.9284375	286.29911875	300.00816875	324.9284375	336.33953125	300.99858125	339.0244875	318.623375	337.42628125	352.7386375	298.8663875	316.21161875
"640"	124.553775	115.743068125	145.14688125	126.99305	133.62684375	150.91515625	139.28875	125.87471875	129.61915625	106.371265625	139.13619375	141.84931875	103.785309375	118.67781875	112.94686875	115.743068125
"641"	199.02331875	191.0295625	196.7122125	185.07080625	172.5949125	213.19968125	222.844025	189.664025	214.142825	210.0678125	217.00120625	183.699825	235.44740625	232.1652625	199.4690125	223.5327875
"642"	116.139193125	127.322	116.398903125	115.99831125	119.85361875	109.055606875	119.061308125	102.9464575	94.888861875	101.593596875	127.59244375	116.76992	115.365393125	109.60803375	134.91399375	112.594125625
"643"	128.6397625	140.2483125	155.42353125	137.209825	132.7705	120.11153125	126.7324375	153.60475	150.3660625	157.69129375	131.24035	170.88375625	125.73831875	111.30594875	142.7784625	142.41215625
"644"	170.01948125	160.67065	187.54	185.9969375	209.16621875	132.186525	150.75951875	181.3168875	163.29834375	204.94144375	194.04874375	108.037026875	142.51455625	150.3660625	171.4741125	207.45458125
"645"	932.1527625	1098.891025	791.11079375	796.1695375	960.4240625	867.6335875	1007.18340625	882.127275	836.49176875	935.71836875	972.7642625	867.6335875	962.51514375	930.4155375	827.0241625	857.5284125
"646"	144.7847125	174.60439375	142.3083125	131.32939375	163.98535	147.23340625	149.37785625	138.93825625	147.6240125	166.28115625	142.98675625	149.45955	153.1525375	161.86034375	165.1254125	154.8331625
"647"	326.9747875	326.0111625	330.3671625	280.155925	301.89935625	297.83021875	311.12344375	247.56288125	233.71874375	297.83021875	250.01486875	268.42438125	338.7586	237.5874875	251.4112875	295.43828125
"648"	142.98675625	152.62418125	151.20386875	157.86830625	166.6700875	141.2141125	131.15355	152.94439375	158.02850625	158.5717375	163.155625	137.936425	143.31814375	131.57345	176.1213125	155.0148375
"649"	115.3067075	129.14456875	103.419868125	106.058656875	112.1418225	111.77382625	100.5123325	111.67416	107.627720625	112.90617375	121.3614175	104.286851875	119.650503125	104.978015	112.26455875	115.365393125
"650"	184.90524375	180.208875	180.0264	183.87299375	185.5860375	205.2394625	192.4895375	152.79249375	175.2652625	217.00120625	207.1286875	194.04874375	197.66660625	169.86853125	191.0295625	196.35196875
"651"	409.95545625	501.23079375	455.624475	415.27388125	446.0443625	433.95499375	451.5373125	416.47888125	473.21193125	501.23079375	489.52525	397.5405875	536.5018875	453.191225	495.9603	641.3584875
"652"	608.67863125	581.686025	613.2324375	644.35843125	488.75139375	598.0468625	534.86644375	722.08959375	660.97710625	683.1083125	602.6982	621.56033125	540.41595625	585.48206875	659.6007875	585.48206875
"653"	115.16444125	119.76727125	127.322	101.223681875	126.1672875	138.024475	97.157758125	101.8705375	115.245726875	133.73936875	103.057011875	109.929696875	132.5872375	107.660543125	107.253059375	121.237098125
"654"	1915.8289375	2496.0971875	2364.3996875	2503.6976875	2663.8629375	2573.32925	2213.996	2737.7	3262.4178125	2797.3061875	2699.0403125	2875.2813125	2561.589125	2699.0403125	3153.0894375	2930.51275
"655"	270.69875	295.9890375	217.21973125	258.03184375	243.11438125	240.27358125	308.371	287.1220875	295.43828125	230.0800625	351.19736875	231.907175	259.820325	260.72263125	231.0369375	195.78506875
"656"	15911.149375	16261.31	16261.31	19199.9825	17290.6275	14668.64375	15727.676875	20801.38625	20338.6825	18516.924375	18212.414375	13288.110125	16468.91875	18516.924375	20338.6825	16660.76375
"657"	347.54714375	366.23786875	281.80791875	418.880375	272.162725	306.52756875	359.38391875	404.98795625	447.50156875	306.52756875	385.74370625	431.39665	335.7622375	364.01931875	453.191225	283.02851875
"658"	15727.676875	15508.9675	18516.924375	16468.91875	15347.5975	16261.31	15347.5975	16261.31	15727.676875	16468.91875	14180.455625	15911.149375	15911.149375	14180.455625	14668.64375	15727.676875
"659"	1491.4858125	1290.2078875	1515.8055625	1396.598575	1540.5911875	1359.28981875	1241.463	1396.598575	1464.242	1531.072875	1253.11926875	1496.5266875	1269.21283125	1426.450125	1531.072875	1432.278625
"660"	928.623225	867.6335875	907.826575	962.51514375	1068.66675	906.11650625	854.29449375	935.71836875	912.46550625	928.623225	837.931675	912.46550625	918.15639375	914.20564375	930.4155375	942.3346625
"661"	145.743725	130.82501875	130.82501875	138.024475	110.258391875	125.8018625	130.01406875	144.7847125	131.06141875	156.22278125	112.1418225	140.73026875	134.62704375	105.530050625	144.398125	123.5052125
"662"	1234.63765	1150.76445625	1340.09936875	1122.9529	1560.1451875	1183.11788125	1110.4611125	1118.24211875	1084.3465125	1201.43758125	1111.519625	1038.21535625	1057.66533125	1098.891025	1205.431925	1217.9185625
"663"	845.774425	696.3996125	617.465825	742.1235625	630.4187	730.32181875	911.1525875	511.2432	628.0714	518.3539	792.73071875	499.059675	662.3163125	827.79651875	709.16879375	538.51038125
"664"	691.1542125	573.63170625	427.4966375	657.12001875	309.88751875	614.0723375	631.89014375	638.031575	711.7999875	488.75139375	751.3498875	652.42988125	760.30370625	781.6050875	695.2178875	494.33515
"665"	230.32700625	165.30901875	209.66378125	236.532625	209.66378125	287.810125	246.1300375	257.8044125	254.55285	170.66820625	157.69129375	220.19465625	207.1286875	182.6941	237.8826125	313.6609875
"666"	438.26636875	528.23089375	421.16639375	629.17904375	467.88323125	443.33978125	563.39189375	618.392625	593.9617	499.85775	631.89014375	463.02556875	531.5004625	638.031575	620.075975	466.0537875
"667"	170.34233125	134.78998125	167.5194125	137.5822	143.31814375	133.837825	123.6104375	149.60089375	122.553198125	111.67416	143.63204375	120.179699375	131.24035	154.1909	122.171338125	131.32939375
"668"	10996.41625	9881.2745625	9881.2745625	12236.25525	9881.2745625	10255.5879375	10535.5781875	11560.006375	12758.58325	11560.006375	12123.9195625	11976.012	10535.5781875	11292.8495	13288.110125	12236.25525
"669"	127.59244375	111.041821875	121.587280625	125.1810875	125.10614375	114.18022125	124.771225	115.496151875	125.94836875	138.4039625	100.475930625	121.66101875	130.09720625	145.46994375	127.38990625	131.06141875
"670"	8790.1549375	9108.765	9108.765	9443.8161875	10635.2651875	9216.03925	8790.1549375	10061.847375	9801.23675	9530.0704375	9443.8161875	7979.2158125	9443.8161875	9699.6695625	10255.5879375	9316.4949375
"671"	256.68138125	276.88428125	268.8723875	247.20831875	309.03815625	230.32700625	268.42438125	249.87685	286.63861875	268.1147375	236.2635875	245.3605375	260.37774375	245.7314	255.6831875	224.98385
"672"	135.573975	146.72398125	152.42391875	150.75951875	197.00415	129.74475	126.780675	145.22503125	154.674325	129.61915625	121.52585625	161.7052375	134.72174375	136.24515625	135.8038	159.2288875
"673"	195.30564375	193.54805	200.12188125	211.63635	206.34208125	212.1001375	171.66988125	192.112575	224.81220625	208.9577875	186.1057375	224.037375	211.85399375	207.97214375	212.1001375	201.14094375
"674"	321.8902125	315.29955625	347.1165125	334.74030625	463.02556875	421.16639375	356.8054125	316.21161875	295.9890375	326.9747875	308.0154625	303.89095625	308.371	308.0154625	336.9694875	301.89935625
"675"	2106.9626875	1882.7328125	1918.7170625	1955.004875	1918.7170625	1744.7008125	2051.421875	2295.0256875	2266.8151875	1769.858625	2138.301	1646.9135	1909.5685625	2106.9626875	2034.4809375	1684.747375
"676"	93.349270625	90.33905375	113.704930625	117.816838125	139.28875	98.76359875	97.800346875	100.80113	104.05776375	119.582551875	119.38602375	91.168943125	100.6670075	112.204845625	112.384186875	113.8909425
"677"	147.1416125	159.2288875	149.722725	188.945	135.66065	125.73831875	137.3106625	174.25045625	182.6941	146.5936375	178.8592	160.67065	154.0367875	162.81329375	172.3759125	138.85863125
"678"	993.80025	960.4240625	1028.32881875	1132.100225	1003.4169125	1101.8576875	971.0343	1141.69775625	1120.690575	1053.74255	988.6	650.44503125	1007.18340625	979.13878125	1079.95024375	947.7265125
"679"	129.06695625	125.73831875	133.38234375	151.20386875	144.398125	121.18721	102.8555725	151.52859375	167.05679375	133.27538125	128.88545625	127.6941	149.37785625	127.95795	165.85126875	122.650785
"680"	181.143425	239.9873875	194.1935	197.39731875	192.4895375	210.21276875	179.5131625	177.8334125	159.46793125	183.87299375	147.9506625	184.90524375	195.1367375	210.21276875	162.27561875	154.0367875
"681"	311.47875	387.33343125	255.4601875	483.9577375	103.16797875	236.7090375	176.1213125	471.8997	479.35030625	203.03395625	575.06159375	447.50156875	330.3671625	593.9617	495.1530375	227.02874375
"682"	211.4217375	225.296375	199.4690125	423.58548125	157.38825625	201.4922125	203.03395625	339.0244875	463.02556875	179.5131625	522.89451875	263.765325	255.6831875	551.3633875	367.990325	183.08949375
"683"	1560.1451875	1422.7681875	1730.410625	2484.296	1553.5710625	1467.4090625	1761.449625	2347.2633125	2069.1820625	1453.0538125	2347.2633125	1828.3515	1557.3445	2394.2070625	2503.6976875	1533.5821875
"684"	330.81921875	333.262275	318.1764625	319.17228125	334.74030625	318.623375	383.3638125	344.6287625	365.20141875	346.2339875	366.844125	348.03169375	339.0244875	353.0880375	295.43828125	366.844125
"685"	3287.6308125	3042.2939375	3262.4178125	2762.177	3912.940625	2983.483	3332.786125	2583.06375	2720.9419375	3185.017625	2654.5846875	2888.21925	3075.8815625	2646.7761875	2514.2790625	2583.06375
"686"	1125.2526625	1157.38374375	1089.24598125	986.61549375	955.66504375	1217.9185625	1096.4961625	1041.217825	1150.76445625	1096.4961625	922.72895	1204.07394375	1168.2496	1090.973375	1021.96305625	1053.74255
"687"	163.63474375	155.289925	162.27561875	155.0148375	153.33321875	130.09720625	161.32546875	148.36693125	148.43548125	153.1525375	140.62668125	128.7092	120.90135875	158.02850625	148.1979875	152.79249375
"688"	942.3346625	779.379525	920.5219375	903.98465625	1016.44149375	889.83	821.69494375	829.169125	746.260425	998.42463125	749.74669375	906.11650625	942.3346625	741.47193125	896.76986875	974.67876875
"689"	89.23072375	81.928951875	83.75222375	135.8038	68.751060625	77.450389375	87.755034375	102.53663625	120.90135875	85.418461875	125.87471875	76.7753325	84.8168225	138.4951125	112.084468125	89.144008125
"690"	102.890785	140.73026875	115.16444125	102.890785	108.195674375	121.284244375	102.890785	101.318098125	102.66835875	94.994163125	80.163008125	111.041821875	119.22838125	116.187516875	114.411083125	123.104190625
"691"	188.5052	216.83791875	195.30564375	187.69620625	183.08949375	190.78488125	203.234175	206.0949125	175.9742125	159.2288875	206.930325	183.87299375	169.86853125	206.34208125	189.433225	247.56288125
"692"	170.88375625	157.20018125	152.71634375	172.24905	148.83425625	130.31656875	126.500725	150.46824375	164.647425	156.02128125	138.2784375	147.77635	171.4741125	117.013026875	192.4895375	137.8115625
"693"	371.47785	384.3388875	355.77795625	374.52108125	340.6627	377.702375	309.88751875	362.6535	379.29858125	377.702375	351.86961875	402.96745	379.29858125	347.54714375	450.0908	382.4423125
"694"	345.62870625	385.74370625	353.63673125	350.11641875	190.0837625	382.11309375	385.74370625	307.01946875	355.77795625	229.06805625	474.27483125	427.99033125	309.03815625	406.290875	360.5706125	231.6461625
"695"	125.04855	135.43074375	155.86368125	129.53263125	141.84931875	134.3389875	132.186525	125.469025	125.87471875	115.245726875	147.32520625	150.67218125	141.2141125	136.59244375	126.57411875	118.24150625
"696"	112.428491875	111.77382625	106.425141875	104.8339775	134.44104375	111.30594875	131.67350625	118.58039	110.258391875	113.04844	102.8555725	100.637958125	129.53263125	134.72174375	123.70261875	116.398903125
"697"	176.9174125	185.5860375	185.85318125	140.16321875	178.8592	183.699825	175.4481875	146.44171875	159.06618125	161.32546875	144.50574375	157.69129375	157.20018125	172.91635625	154.0367875	186.579125
"698"	1063.1577625	963.7305125	998.42463125	1108.36615	1281.90871875	1132.100225	879.27266875	1014.80436875	963.7305125	900.60119375	887.14048125	1086.93941875	1074.97226875	976.00468125	933.8877	879.27266875
"699"	412.08520625	336.33953125	412.08520625	329.36478125	498.36223125	400.1079375	351.19736875	335.7622375	330.81921875	423.58548125	318.623375	398.06344375	400.1079375	288.18315625	311.12344375	392.050775
"700"	195.5756375	199.66670625	178.69423125	180.59670625	201.4922125	177.8334125	193.8187	157.86830625	212.77309375	195.30564375	210.62055	218.4061875	177.4907	179.03915	190.51745625	164.647425
"701"	658.52740625	618.392625	605.05245	638.031575	659.6007875	675.520275	644.35843125	665.29861875	639.74780625	579.56581875	693.8656125	638.031575	693.8656125	656.13559375	684.93556875	604.00640625
"702"	228.18658125	163.85115625	168.61523125	158.70184375	168.61523125	188.5052	206.0949125	191.907125	187.8465	181.81235625	197.00415	201.14094375	224.547875	237.3941	158.02850625	176.9174125
"703"	231.0369375	205.82998125	512.55769375	308.0154625	726.893975	266.32298125	211.24961875	292.091825	348.56986875	524.0634875	222.37608125	267.22776875	253.38481875	194.7282125	287.1220875	677.4629625
"704"	3153.0894375	3018.5753125	2712.683	2465.7701875	2720.9419375	3110.2599375	3110.2599375	2496.0971875	2599.67075	2905.02625	2996.8821875	2786.4924375	3172.495	2954.7273125	2303.1161875	2897.3403125
"705"	128.17700625	112.6684575	119.38602375	111.252263125	107.48713125	110.846081875	124.182975	121.3614175	128.6397625	114.972845	133.27538125	122.650785	111.971001875	114.63319625	107.627720625	116.139193125
"706"	19199.9825	17848.76875	19482.584375	17550.55375	18516.924375	17550.55375	19482.584375	16660.76375	15508.9675	16660.76375	15347.5975	19199.9825	17550.55375	14854.93375	14400.65875	18212.414375
"707"	1269.21283125	1739.8576875	1622.2956875	1420.4621875	1368.4378125	1157.38374375	1491.4858125	1537.4696875	1281.90871875	1168.2496	914.20564375	1053.74255	1201.43758125	1093.31123125	1172.762	1877.3805625
"708"	114.87633375	100.26723875	121.4096475	116.446038125	103.262565	118.424845625	117.735094375	123.104190625	136.0404875	115.743068125	120.44578	117.089145625	120.25977125	141.3194125	121.469491875	110.98619
"709"	11444.448125	11097.7715625	12123.9195625	13609.143125	13837.40125	11097.7715625	11664.8881875	13609.143125	13065.80825	12236.25525	11224.39925	10061.847375	10996.41625	11797.48625	12875.4245625	11444.448125
"710"	8423.827625	8485.179875	9316.4949375	9316.4949375	10386.120375	8670.373375	7792.679625	8423.827625	7792.679625	8485.179875	8308.068	8914.5569375	7843.2245625	7924.1129375	8230.5179375	8485.179875
"711"	2017.17625	1955.004875	2063.4255625	1802.0780625	2119.20925	2051.421875	1930.9149375	1821.9491875	1632.6514375	2099.224	1777.7739375	1872.1761875	2009.9195	1777.7739375	1734.494625	1704.1183125
"712"	1363.01879375	1257.99315	1486.078375	1187.68459375	1515.8055625	1377.5416375	1306.6284	1211.4297125	1020.28456875	1435.01625	1199.15524375	1426.450125	1404.06320625	1021.96305625	1150.76445625	1582.8658125
"713"	142.8800875	156.9197125	157.20018125	129.22571875	169.86853125	128.6397625	129.14456875	124.91373125	115.3067075	159.75545625	134.52664375	155.6732125	120.61822125	123.223724375	115.7873925	137.00811875
"714"	1086.93941875	991.41375	1482.8556875	1352.44925	1264.12596875	1018.5534	1020.28456875	1368.4378125	1143.6339875	1275.942675	947.7265125	909.552525	809.9882625	1103.22355	1363.01879375	1135.09235
"715"	117.9325325	118.30995625	111.252263125	120.837990625	119.4722125	106.636851875	96.777893125	125.3233625	114.63319625	94.65798625	116.187516875	100.3412975	127.8595875	129.74475	127.59244375	109.127933125
"716"	178.55116875	188.84561875	200.2733	214.53501875	185.3646375	187.8465	195.5756375	194.43899375	232.1652625	156.36553125	211.63635	212.77309375	186.3365125	195.5756375	210.21276875	180.832675
"717"	3963.115875	3828.085375	3280.2924375	3381.5316875	2524.0619375	3319.4073125	3963.115875	3706.611375	3978.49975	3262.4178125	4520.100125	4245.798	3932.3815	4400.12	3522.616125	3319.4073125
"718"	122.723371875	136.24515625	121.66101875	104.884945	131.8763375	116.8552875	134.24400625	105.50034125	120.837990625	116.187516875	141.2141125	119.28339875	138.85863125	141.2141125	134.44104375	114.572715625
"719"	758.73001875	698.1995125	625.43870625	679.05865625	673.97680625	622.9447875	707.94603125	707.94603125	720.26415	561.730825	821.69494375	879.27266875	773.98195	752.6116875	707.94603125	589.94665
"720"	193.156625	220.4122625	241.3654625	268.42438125	285.5422625	235.67009375	265.82519375	273.8765125	250.01486875	260.14679375	219.97361875	275.267075	200.2733	238.22593125	300.00816875	280.4620875
"721"	111.1754525	91.9029625	95.3546375	111.430859375	103.91738125	140.53214375	104.096135	105.2962225	110.89793	101.91128375	98.689183125	104.58055	134.91399375	96.9295225	91.69846625	82.61196875
"722"	91.547353125	136.6961	102.34769875	125.8018625	79.924450625	122.262156875	111.493788125	115.743068125	118.9227525	107.79206125	101.948484375	106.89249	110.32955125	107.549108125	118.499438125	123.02696625
"723"	131.49595	123.17246	110.682538125	117.591264375	106.46897125	123.6104375	135.3182625	126.6495625	128.17700625	122.3374375	125.10614375	122.262156875	139.13619375	127.47069375	111.387519375	131.24035
"724"	3122.0694375	3495.7383125	2489.4255625	2340.720625	3220.34175	3055.688875	3426.93725	2712.683	3042.2939375	2729.5900625	2875.2813125	3161.557875	3371.690625	2918.5396875	2681.7954375	3299.3075
"725"	301.5055625	324.5706625	309.03815625	305.3457875	314.76839375	298.3647375	345.62870625	297.83021875	308.0154625	294.88176875	346.830625	316.77349375	348.56986875	333.90205625	338.7586	303.5324625
"726"	390.1722625	451.5373125	439.31891875	497.6289	401.87918125	436.33993125	411.37489375	442.969903125	503.21096875	411.37489375	498.36223125	438.26636875	430.21985	496.62605	501.23079375	432.09575
"727"	269.65378125	280.155925	305.3457875	292.38105625	344.6287625	254.9150375	251.4112875	243.30895625	257.03389375	286.29911875	246.3151125	262.43188125	252.57100625	246.937175	305.80908125	297.44858125
"728"	8609.274	9316.4949375	6123.4515625	7924.1129375	5837.1560625	9610.337	8670.373375	8308.068	8670.373375	7924.1129375	7924.1129375	9020.611875	10870.1630625	8670.373375	7486.790625	8914.5569375
"729"	252.05765625	189.664025	224.81220625	158.35569375	254.9150375	220.88568125	164.36124375	165.51254375	157.0238	235.44740625	218.134475	210.0678125	203.03395625	171.346875	176.53335625	200.49745625
"730"	541.08331875	519.43873125	554.03923125	628.0714	610.021	533.23961875	512.55769375	586.7843375	571.31420625	508.00340625	535.56368125	509.67204375	622.9447875	548.67416875	593.02933125	560.0958875
"731"	165.51254375	198.686575	170.66820625	178.3341875	183.2931	187.69620625	231.392375	195.30564375	224.33979375	201.84211875	211.24961875	176.9174125	184.07925	187.32281875	200.97955	202.70173125
"732"	2138.301	2228.011875	2347.2633125	2080.35275	2420.0363125	2234.9960625	2017.17625	2034.4809375	1975.1124375	2454.9504375	1993.0710625	2069.1820625	2364.3996875	1788.3324375	2251.3580625	2974.0406875
"733"	249.56894375	263.765325	231.0369375	175.0114	200.69331875	235.08958125	289.9689	190.78488125	161.189075	246.937175	267.6533375	232.87124375	266.1359625	191.0295625	174.60439375	238.61383125
"734"	152.71634375	155.86368125	115.93288125	145.66103125	137.3106625	140.2483125	156.02128125	157.20018125	156.22278125	125.40454375	156.02128125	176.691525	152.42391875	168.1323	163.29834375	120.179699375
"735"	2180.666	2364.3996875	2213.996	1690.522125	2228.011875	2266.8151875	2190.54425	1811.995	1531.072875	2340.720625	1553.5710625	2382.9081875	2023.5706875	1544.8606875	1730.410625	2220.185
"736"	271.695825	311.47875	267.22776875	292.091825	250.93890625	292.80665	273.8765125	283.44495	285.1416375	298.3647375	288.5722375	305.80908125	274.2599375	302.29785625	262.02913125	250.466225
"737"	203.87880625	181.454575	223.19949375	219.97361875	170.88375625	169.86853125	156.9197125	224.81220625	236.532625	225.5682875	176.53335625	206.57538125	190.29216875	202.02455625	235.96665625	235.44740625
"738"	586.7843375	577.365125	441.27988125	511.81658125	532.025575	677.4629625	541.6472	545.6480375	563.39189375	545.6480375	744.98763125	593.9617	665.29861875	629.17904375	604.00640625	665.29861875
"739"	3537.52475	3512.255875	3828.085375	3436.576875	3762.6109375	3655.6546875	3898.2895	3110.2599375	2706.7728125	3407.136	2897.3403125	3287.6308125	3747.654125	2687.070875	2706.7728125	3512.255875
"740"	4654.203	4400.12	3762.6109375	4050.7033125	4050.7033125	4126.649125	4467.3564375	4467.3564375	4520.100125	4245.798	4484.5216875	4362.648125	4779.305375	4577.3760625	4277.6758125	4680.6015625
"741"	998.42463125	982.35084375	1118.24211875	1166.25795625	1076.51441875	946.34066875	958.4091	1193.511325	1181.2415	1336.87561875	958.4091	1125.2526625	1063.1577625	918.15639375	1199.15524375	1426.450125
"742"	332.8638875	371.47785	350.76154375	354.4015125	371.47785	324.9284375	343.61689375	321.8902125	417.35866875	324.5706625	338.406425	373.86125625	350.76154375	366.23786875	366.844125	322.95165
"743"	290.97776875	296.81209375	298.3647375	260.37774375	316.77349375	266.96698125	299.3984125	232.87124375	239.77008125	298.8663875	196.16010625	237.3941	247.20831875	207.45458125	201.4922125	281.80791875
"744"	616.08223125	556.5378125	562.39121875	546.571925	382.4423125	709.16879375	598.0468625	525.2982625	601.18103125	560.0958875	656.13559375	772.2212125	675.520275	610.021	652.42988125	547.55945625
"745"	142.7784625	132.50091875	125.656175	188.84561875	114.049319375	121.3614175	137.36954375	200.69331875	162.14169375	127.08774375	223.82470625	151.95386875	139.74660625	230.0800625	151.8131125	140.2483125
"746"	146.44171875	131.06141875	166.6700875	145.9692375	199.02331875	159.925825	142.7784625	154.0367875	143.426575	166.6700875	145.743725	146.72398125	142.0769625	148.43548125	155.1256375	160.35778125
"747"	144.398125	127.21530625	138.024475	126.06771875	167.74570625	142.41215625	162.60786875	156.5799	123.43336875	136.0404875	132.186525	131.15355	130.31656875	132.693975	123.6104375	143.426575
"748"	146.72398125	127.08774375	124.182975	143.31814375	97.493061875	139.8568	137.510225	142.65056875	162.60786875	119.38602375	165.30901875	161.189075	164.48205625	181.55728125	149.60089375	151.8131125
"749"	169.1999625	205.6574	197.18503125	148.36693125	170.22126875	169.74123125	162.14169375	150.91515625	169.604025	194.43899375	159.925825	185.9969375	156.36553125	143.09830625	197.39731875	218.4061875
"750"	160.4926625	173.6205875	189.664025	246.1300375	181.55728125	183.08949375	175.0114	201.294975	241.56083125	174.433775	187.69620625	215.708425	187.0800125	220.62575	219.97361875	226.28753125
"751"	180.36594375	196.16010625	193.8187	175.7157	214.93336875	205.6574	204.0986375	166.037875	149.94389375	215.4014	180.0264	159.5969875	187.54	187.8465	174.7985625	200.69331875
"752"	433.3757625	386.48171875	424.28915	381.14763125	448.660325	370.4178625	438.26636875	321.015	356.8054125	474.27483125	384.3388875	338.7586	427.99033125	375.2119	351.86961875	422.8237625
"753"	305.3457875	314.26766875	273.8765125	331.7215375	311.12344375	253.1035375	296.81209375	286.29911875	321.015	338.7586	312.150475	253.38481875	321.015	280.8846375	294.4034625	324.9284375
"754"	290.55924375	260.37774375	286.63861875	281.80791875	264.8918625	300.99858125	274.6935875	285.85709375	345.1853	291.603375	283.44495	322.95165	301.5055625	264.16695	277.8540375	288.18315625
"755"	4922.93875	5131.5774375	4296.9818125	5031.0728125	4259.0678125	4779.305375	5197.981125	4654.203	4341.0161875	4577.3760625	5031.0728125	4855.5949375	4424.478875	5131.5774375	4855.5949375	4157.5558125
"756"	2275.86225	2146.572	2157.493125	2063.4255625	2213.996	2203.58725	2123.1938125	1835.7518125	1855.2093125	1945.8250625	2063.4255625	1896.86025	1866.1555625	2164.20575	1761.449625	2004.0883125
"757"	99.048840625	101.777966875	108.38870375	103.54105875	125.656175	115.93288125	91.93222875	120.179699375	102.229235625	102.229235625	92.971525	97.597860625	134.3389875	96.777893125	119.38602375	134.72174375
"758"	1537.4696875	1595.9431875	1537.4696875	1141.69775625	1650.016125	1582.8658125	1525.27225	1196.250075	1073.00844375	1537.4696875	1345.4761875	1589.9538125	1478.6666875	1181.2415	1211.4297125	1404.06320625
"759"	1568.376625	1478.6666875	310.588475	250.466225	244.0621375	1253.11926875	1456.996625	235.44740625	627.03475	242.8700875	1449.209125	2180.666	1788.3324375	1589.9538125	246.7092125	364.6808375
"760"	555.37335625	593.02933125	541.6472	535.56368125	511.81658125	612.07309375	597.107875	532.025575	558.7869375	593.02933125	648.70293125	569.45550625	587.78065	742.1235625	588.55575625	601.18103125
"761"	156.02128125	149.94389375	144.398125	154.48195625	163.4725125	166.8430875	182.02185625	134.91399375	151.35309375	156.9197125	138.024475	169.374925	167.8674	173.7467375	152.254475	156.36553125
"762"	731.61870625	605.05245	576.455125	566.11371875	605.05245	729.100925	706.28544375	543.45410625	586.7843375	573.63170625	658.52740625	653.7024125	791.11079375	655.04405	586.7843375	642.9695625
